,Outlier,comment_count,down_votes,post_id,reputation,score,up_votes,user_id,view_count,views
3302,score,5,0,37563560,233,1,16,6078343,18,20
3303,score,2,21,33690742,7352,1,185,63717,17,854
3305,score,0,14,35807914,8105,1,323,155926,16,563
3316,score,0,4,33100411,977,1,29,1584736,16,137
3321,score,3,2,36069051,363,1,70,6004014,19,97
3324,score,0,176,37700898,32077,1,1115,7512,16,2978
3334,score,0,2,37118671,420,1,106,1033624,18,17
3335,score,0,2,37197259,420,1,106,1033624,11,17
3359,score,0,16,31243741,3670,1,1846,1385174,17,525
3364,score,4,0,37596266,247,1,122,4104196,14,33
3371,score,0,14,36942209,569,1,106,3302584,10,98
3376,score,3,7,24429676,3330,-1,219,372364,20,335
3379,score,1,0,37616534,317,2,11,1460350,11,22
3386,score,4,7,37515811,1521,1,82,4520308,20,369
3398,score,4,7,32019926,1521,1,82,4520308,19,369
3400,score,14,7,32097011,1521,-1,82,4520308,13,369
3402,score,0,7,30615833,1521,1,82,4520308,15,369
3404,score,0,0,36815513,69,1,5,5455622,17,0
3406,score,0,0,36010249,47,1,2,6066014,20,1
3407,score,0,0,36034635,47,1,2,6066014,20,1
3412,score,0,0,35650494,33,-2,3,5511533,20,2
3419,score,0,0,33355826,33,1,0,5491036,19,3
3423,score,0,0,37390252,5,-1,0,6370885,9,4
3426,score,3,0,36006826,15,-1,0,6039254,18,4
3428,score,4,0,37667739,43,-7,3,6118448,14,5
3429,score,4,0,36609285,75,1,3,6185438,19,5
3433,score,1,0,31608757,85,1,7,4741847,16,6
3435,score,0,0,37053879,36,1,2,6296171,12,6
3436,score,1,0,32134381,61,2,2,5244024,16,7
3437,score,3,0,34898670,29,1,17,5389357,18,7
3439,score,2,0,36579164,35,1,0,1746972,12,7
3455,score,2,0,36602814,32,1,0,6089263,19,10
3457,score,0,0,32131730,45,1,2,1886762,19,10
3467,score,0,0,37049348,29,1,62,2279974,18,13
3473,score,2,0,34597135,1,-1,0,5081004,18,0
3511,score,2,0,37542801,11,1,0,5673395,17,0
3513,score,1,0,36423781,11,1,0,5675070,11,1
3517,score,0,0,35799220,11,1,0,3641550,19,4
3518,score,0,0,37752823,11,-1,0,3641550,7,4
3531,score,2,0,36812429,13,-1,0,6244781,15,4
3534,score,1,0,37510779,21,-1,0,5826667,14,17
3539,score,0,0,36780983,23,1,0,2841267,10,18
3542,score,0,0,36354846,23,1,0,6144622,19,3
3545,score,0,0,33489759,23,1,0,3317132,16,6
3547,score,1,0,33326302,23,-1,0,5485106,15,6
3553,score,0,0,36528641,41,1,0,3861272,14,18
3556,score,0,0,28079055,41,1,2,1983834,18,12
3571,score,0,1,37704292,228,-1,59,2429707,11,24
3576,score,0,0,37232293,79,-1,2,6115169,20,56
3598,score,0,0,36676414,182,1,10,1346671,16,43
3611,score,0,23,37363170,5192,2,374,630203,18,419
3616,score,0,105,27147119,7512,1,7649,1658526,13,754
3619,score,0,24,34569730,5658,1,414,1844811,16,1047
3636,score,3,0,22360844,281,1,10,1038598,18,24
3637,score,1,1,36724747,2105,-3,384,1223134,19,191
3644,score,0,2,37697244,932,1,226,2542919,16,138
3654,score,0,6,33656674,2634,1,94,7055,20,199
3661,score,0,9,36651662,1438,1,291,1749551,10,92
3662,score,0,0,28174412,1084,1,54,2105307,19,86
3672,score,0,28,33358857,4139,1,191,2961662,12,285
3680,score,2,0,37577086,129,1,0,6357705,20,17
3684,score,1,0,36609161,1601,1,141,605156,14,176
3692,score,2,0,34550370,521,-2,18,1809406,18,99
3699,score,0,0,37452857,117,1,3,2996198,16,36
3708,score,1,198,31301174,37327,-1,1900,38522,10,2872
3711,score,1,198,34162465,37327,1,1900,38522,19,2872
3712,score,4,198,37055352,37327,2,1900,38522,20,2872
3714,score,1,198,33018072,37327,-1,1900,38522,19,2872
3715,score,2,198,32328862,37327,-1,1900,38522,18,2872
3723,score,0,0,34515423,751,1,120,998816,12,505
3727,score,0,0,32071712,143,1,13,2573417,15,14
3731,score,0,5,30511538,1193,3,73,3139907,18,147
3739,score,0,4,37609614,907,1,53,1732907,18,206
3741,score,0,0,34788928,496,1,4,2245633,20,50
3746,score,3,0,36810663,243,-2,3,3125923,19,26
3750,score,4,7,34088375,1286,1,175,4169411,19,301
3753,score,2,0,36236872,99,1,17,5875219,15,36
3756,score,0,0,36694885,615,1,26,6219895,19,35
3758,score,0,10,34592008,4653,1,155,201657,17,359
3762,score,1,4,37240251,575,1,76,631336,11,39
3766,score,0,0,37736279,505,1,15,1264021,16,37
3768,score,0,7,31640105,714,1,11,1584074,19,36
3769,score,0,20,36988426,8832,1,433,1596371,17,344
3770,score,0,20,34472733,8832,1,433,1596371,19,344
3771,score,0,0,33963788,71,1,0,5055948,14,42
3777,score,0,0,36882666,71,1,4,5878135,18,22
3779,score,0,31,36008300,3888,1,1870,395295,16,1110
3784,score,0,8,31909647,987,-1,243,946923,20,334
3788,score,0,173,37707187,9103,2,2008,1388292,19,677
3791,score,2,1,35870551,545,1,37,1806537,20,79
3792,score,0,1,36429441,545,1,37,1806537,11,79
3798,score,0,1,31697142,457,1,33,2325955,20,98
3804,score,0,0,36609555,169,1,128,1177021,16,48
3815,score,2,5,35112186,559,-1,43,5524346,15,91
3818,score,0,2,33981145,1130,1,11,1062441,10,178
3819,score,0,4,29119018,6133,1,341,1150961,18,476
3822,score,0,40,31434417,486,1,167,1683187,17,61
3827,score,0,4,37128368,285,1,76,4498202,11,35
3842,score,4,0,36429381,583,1,3,2459062,15,41
3845,score,3,11,37364770,2314,-1,1011,5107084,11,189
3846,score,1,11,37626316,2314,-1,1011,5107084,15,189
3849,score,0,11,37315136,2314,1,1011,5107084,20,189
3851,score,0,11,36666453,2314,1,1011,5107084,14,189
3853,score,1,8,36043453,2212,1,699,418366,10,266
3854,score,0,8,36018333,2212,1,699,418366,11,266
3857,score,0,778,35155919,13466,2,920,789657,13,4388
3867,score,0,26,28586250,4848,1,143,239101,19,407
3869,score,1,45,31513570,2196,1,3782,1060051,17,553
3875,score,1,4,37677593,880,1,74,1787122,15,117
3876,score,0,5,36606534,2953,1,239,1909783,19,138
3885,score,3,8,28859845,423,-1,27,4514399,16,70
3894,score,1,8,32482652,1686,1,158,2086839,19,229
3902,score,0,6,34247231,569,1,14,5666482,18,92
3904,score,0,0,37117254,3463,1,370,56711,15,258
3911,score,0,13,37180880,4273,1,232,362840,20,415
3918,score,0,0,32752435,1385,1,104,1204446,18,261
3928,score,2,7,35773153,472,1,254,2275559,19,167
3934,score,0,72,35841476,3326,1,285,3697264,17,1003
3945,score,0,484,35343186,28663,2,1577,21061,17,2387
3947,score,1,194,36572155,49892,1,492,191463,12,2449
3959,score,1,0,36042853,857,1,18,3310775,16,90
3962,score,4,1,37744866,701,-1,70,3779507,15,190
3963,score,4,0,36699565,193,1,95,5775994,16,22
3967,score,4,46,37080167,17310,1,3414,303612,17,4062
3968,score,2,46,37132635,17310,1,3414,303612,15,4062
3970,score,0,23,31697800,2509,1,131,924862,10,385
3972,score,1,1,33078084,55042,1,5546,1006010,12,2630
3973,score,0,0,37169651,476,1,9,1336971,20,27
3979,score,0,15,35367961,2425,3,768,4960774,19,218
3980,score,0,15,37072355,2425,1,768,4960774,10,218
3981,score,0,0,37323808,193,1,81,6156425,19,16
3987,score,2,485,31963873,12628,2,5163,940834,18,1792
4008,score,2,206,31050330,4576,1,294,1638237,19,784
4009,score,0,206,36769183,4576,1,294,1638237,14,784
4010,score,0,206,30486884,4576,-2,294,1638237,16,784
4011,score,1,85,30646854,38542,1,2078,2071807,19,1978
4037,score,0,72,35577651,5708,1,591,4671754,18,913
4043,score,0,5,36886871,7254,1,1210,225813,12,449
4057,score,0,5,30810179,4257,1,66,1838651,17,361
4058,score,1,2,36545924,819,1,68,2067893,18,132
4059,score,1,3,36328567,191,1,13,2130106,15,46
4062,score,5,0,37622335,203,-1,44,5224239,17,31
4064,score,0,0,33104335,65,1,6,5441039,18,18
4068,score,2,0,37542646,99,-1,5,6018983,18,91
4072,score,0,0,31193210,311,1,25,1079477,16,69
4075,score,0,2,36724400,2548,1,383,1939370,19,110
4090,score,0,16,37114411,9290,1,225,1303170,12,1194
4098,score,0,0,36556215,79,1,1,3043596,13,26
4108,score,0,343,34326147,5825,1,1541,933198,20,3237
4115,score,0,0,34214705,57,1,10,5340352,14,17
4122,score,3,5,37539859,3527,1,1245,2393012,19,466
4131,score,0,1,34763618,615,2,46,366336,16,57
4132,score,0,1,37070309,1475,1,113,1001421,16,158
4135,score,0,0,35208012,65,1,5,3246044,18,19
4138,score,1,0,37481330,391,-1,13,5489173,10,27
4139,score,2,197,37660293,115343,-1,3682,99834,11,8228
4144,score,0,197,37482139,115343,1,3682,99834,13,8228
4150,score,1,197,36630299,115343,1,3682,99834,20,8228
4151,score,0,197,37316597,115343,-2,3682,99834,18,8228
4152,score,0,197,36182825,115343,1,3682,99834,16,8228
4157,score,0,197,28238191,115343,-2,3682,99834,18,8228
4162,score,1,197,36848864,115343,1,3682,99834,15,8228
4163,score,3,197,36645933,115343,-1,3682,99834,16,8228
4166,score,0,2,33651046,7663,1,212,504612,16,651
4173,score,0,2,22037151,7663,-1,212,504612,19,651
4194,score,3,49,31790967,6229,1,351,3607273,18,912
4199,score,0,13,37005673,446,1,49,1228736,14,148
4211,score,0,49,33430762,7955,1,477,2613662,15,422
4214,score,0,9,34416633,2272,1,380,3194213,20,638
4215,score,0,9,35939562,2272,1,380,3194213,15,638
4221,score,0,6,35877018,202,-1,25,5255941,17,25
4222,score,0,21,36552481,1752,1,117,5389482,20,201
4230,score,0,33,36952283,11323,1,1455,2091169,20,975
4235,score,4,33,37466212,11323,1,1455,2091169,17,975
4241,score,1,4,37338879,1082,1,295,2535843,13,209
4244,score,2,0,31565373,269,1,121,3125112,16,29
4251,score,0,220,37275084,5737,1,2206,1147385,17,968
4253,score,2,0,35685882,533,-1,25,1168239,17,38
4254,score,0,4,34617312,1145,1,30,1228263,6,64
4257,score,0,0,36695291,231,1,68,2199898,20,45
4265,score,0,0,21838977,1084,1,36,1246086,18,87
4268,score,3,3,37125345,917,1,100,1446264,20,130
4273,score,2,3,33173351,917,-1,100,1446264,19,130
4274,score,10,2,37482402,1806,1,1137,1700106,16,197
4277,score,6,18,26168362,1976,-1,160,2816909,16,184
4278,score,0,1,37588223,366,-1,59,3353752,7,176
4279,score,1,1,37481881,366,-1,59,3353752,12,176
4283,score,0,10,33357782,2700,1,2306,3909886,18,287
4285,score,2,0,37121652,64,-1,9,4332108,18,14
4291,score,0,0,37440661,189,1,0,6162335,17,27
4292,score,0,6,32259737,5774,1,692,115102,16,597
4295,score,0,16,37545896,2140,1,128,547239,11,288
4299,score,7,21,37521835,4711,-2,178,1479619,18,548
4302,score,0,21,32957353,4711,1,178,1479619,16,548
4305,score,0,15,37006837,4958,1,581,1735653,15,454
4306,score,3,15,36154383,4958,1,581,1735653,17,454
4308,score,0,6,37252377,2786,2,527,2656101,19,196
4310,score,1,2,33013242,1059,1,401,3570183,14,142
4312,score,0,2,33129799,1059,1,401,3570183,20,142
4313,score,0,6,36935599,605,1,223,4592852,14,118
4314,score,3,1,37102804,335,1,16,6138721,14,52
4316,score,0,10,24780256,4206,1,127,287732,20,546
4329,score,0,2,33757583,3139,-4,65,1752935,19,322
4345,score,0,5,35770975,605,1,59,4026748,17,78
4346,score,0,0,31784035,166,1,53,4258956,18,21
4354,score,0,2,26531715,412,1,18,3852586,18,40
4360,score,0,6,19709918,4187,1,163,240218,18,508
4374,score,2,18,32074632,22239,1,1893,509706,19,1497
4377,score,0,9,37482794,8389,-1,285,1261316,16,443
4380,score,1,0,25457627,2937,1,104,2042767,19,351
4397,score,2,5,30911684,7400,1,1053,3398554,16,615
4404,score,0,15,34329456,653,1,169,4086095,18,292
4412,score,0,126,34446666,23409,1,1452,202168,16,1690
4415,score,0,2,7086120,5179,1,548,871079,18,464
4424,score,0,0,35915707,285,2,19,3233462,20,33
4427,score,0,39,35481652,894,1,133,5724342,20,120
4428,score,0,187,37501518,8963,1,582,17971,19,1496
4430,score,0,1,37075759,790,1,31,421039,19,93
4434,score,4,4,34566860,3227,-2,77,1577959,17,254
4437,score,0,24,30211868,5264,1,204,2000012,16,426
4445,score,0,16,22834267,3988,1,396,1014237,16,732
4446,score,0,16,35333713,3988,1,396,1014237,12,732
4448,score,1,1,33701758,259,1,69,2111795,11,41
4450,score,0,19,21574826,1217,1,365,26201,15,182
4452,score,0,3,19833017,6138,1,228,28190,19,495
4455,score,4,6,37618025,1728,1,186,29573,16,266
4458,score,11,65,30335961,11494,1,367,404568,19,966
4461,score,0,9,13253129,5273,2,282,1160747,19,290
4464,score,0,0,36738408,101,1,4,2131738,13,16
4465,score,0,0,36837400,643,3,3,3625467,17,20
4469,score,0,48,35226557,2210,1,748,14250,20,458
4473,score,7,6,34005121,1125,-1,116,598832,16,68
4476,score,2,11,34974552,897,-1,187,701867,16,95
4478,score,0,22,35026711,5056,1,436,923340,16,875
4480,score,0,3,33824330,4270,-1,358,1650337,18,467
4486,score,2,0,29581070,617,1,3,2920176,17,64
4489,score,0,0,36291672,984,1,14,3423025,17,77
4490,score,0,0,37230506,185,1,13,3440031,17,18
4500,score,0,60,24915587,31810,1,1158,28543,20,2962
4519,score,2,0,32067404,81,1,15,2765211,17,33
4523,score,0,322,36572706,28934,2,1294,31667,20,2418
4524,score,0,322,33771746,28934,1,1294,31667,10,2418
4532,score,0,0,35893192,579,1,45,1464618,14,67
4543,score,0,0,36937467,271,1,24,3710926,19,42
4547,score,0,10,14647091,9938,1,633,398939,16,695
4551,score,4,3,32288752,1922,1,253,2245934,17,238
4555,score,0,10,36308239,1577,1,107,2251468,17,397
4558,score,2,10,35226228,1577,-1,107,2251468,18,397
4561,score,0,41,36936830,3098,1,245,2982874,20,465
4564,score,0,0,37113487,5,1,0,6309839,18,1
4567,score,1,0,35819375,19,-2,0,6022366,15,2
4570,score,0,0,31171036,58,1,0,5071207,19,3
4571,score,2,0,37346242,151,-1,13,245456,19,3
4575,score,0,0,31928865,43,1,1,5212312,20,4
4589,score,0,0,37535325,197,2,15,5870762,16,6
4598,score,0,0,31586585,39,1,1,2567946,13,8
4615,score,0,0,36850415,61,-1,4,2924961,9,11
4619,score,3,0,31474175,139,1,2,2685382,20,12
4620,score,0,1,35816901,188,1,4,4191798,16,12
4623,score,0,3,27254589,358,1,54,643923,15,13
4625,score,0,0,34838997,89,1,4,2231945,19,13
4634,score,0,0,37432252,1,-1,0,4334454,16,1
4641,score,0,0,35859092,1,-1,0,6032430,18,2
4652,score,0,0,22098759,3,-2,0,3337175,19,1
4655,score,0,0,25712719,3,-1,0,4016967,18,2
4656,score,1,0,37591433,3,-1,0,6414551,9,2
4662,score,3,0,33399580,3,-1,0,4495734,19,5
4672,score,1,0,32551374,11,1,0,5330982,15,1
4677,score,6,0,36333084,13,1,0,5534424,12,0
4680,score,3,0,37713060,13,1,0,467021,17,9
4686,score,0,0,35521988,23,-1,14,5900517,18,111
4692,score,1,0,37505148,23,-2,0,5661248,17,13
4694,score,1,0,36827425,31,1,2,5923623,17,16
4701,score,1,0,32656495,41,1,1,4591527,15,4
139,view_count,0,9,37768913,9020,0,201,114865,2,743
815,view_count,0,24,36794827,5150,0,1157,3632206,3,1066
2344,view_count,0,0,37122530,11,0,0,6311673,3,0
2774,view_count,0,1,31624552,738,0,64,1387713,3,103
3554,view_count,0,0,37531244,41,0,0,3861272,3,18
3632,view_count,0,0,37118081,283,0,28,621170,2,73
1,comment_count,8,2098,37342151,30144,0,1264,131809,16,1923
6,comment_count,6,13,36560530,2073,0,1964,1499072,18,340
20,comment_count,3,19,35920077,2040,0,325,218208,18,464
21,comment_count,4,26,22859482,6517,0,166,221284,18,466
41,comment_count,3,56,34081743,2498,0,266,2372784,19,363
45,comment_count,5,61,36678999,893,0,69,2565581,19,218
55,comment_count,3,11,32661087,34006,-1,1262,683553,19,1640
59,comment_count,4,0,15003058,351,0,35,2053929,20,55
62,comment_count,7,46,32828267,1234,1,121,2393347,19,105
81,comment_count,5,6,33318250,494,1,71,3518938,18,36
105,comment_count,3,5,33580402,419,1,90,2086789,18,56
115,comment_count,4,0,34038791,275,0,23,1218376,17,29
118,comment_count,3,3,34120041,685,0,35,1483434,17,73
123,comment_count,3,0,24025060,63,0,17,3675617,17,22
125,comment_count,3,0,34951674,349,1,11,4382693,17,76
142,comment_count,4,68,37644046,6627,1,595,1446048,13,828
145,comment_count,3,0,36386369,53,0,5,6084936,16,36
150,comment_count,3,19,33453626,3766,1,138,222018,15,226
157,comment_count,5,24,36392629,2033,1,445,1030100,14,446
171,comment_count,5,242,28725286,39423,0,2998,199700,17,6794
182,comment_count,3,0,37731403,244,0,1,5581032,17,61
188,comment_count,8,0,30558153,481,0,267,613668,19,51
190,comment_count,4,9,34294616,3019,0,246,653292,16,346
213,comment_count,3,2,35563587,5118,0,124,2041317,20,842
222,comment_count,4,6,37569480,409,0,25,946368,17,31
223,comment_count,3,18,34651536,3330,0,1584,1446086,20,233
227,comment_count,5,41,30095932,6573,1,315,1957849,18,765
228,comment_count,3,11,37496469,4404,0,828,3193542,20,323
236,comment_count,3,33,36497554,960,0,56,2310466,16,323
241,comment_count,3,1,37411722,244,0,33,4948368,20,73
245,comment_count,7,7,33922987,31110,0,401,478144,20,2954
248,comment_count,4,22,33745346,2202,0,61,2061989,16,334
260,comment_count,4,5,37724663,214,0,32,1545555,12,60
264,comment_count,8,2,36101203,592,0,37,2332946,19,52
270,comment_count,4,17,25155516,8144,0,493,37941,16,498
273,comment_count,4,0,35893828,874,0,2,228674,20,147
283,comment_count,4,1,31624719,1094,0,106,3601411,14,150
286,comment_count,4,1,26385338,1094,0,106,3601411,20,150
288,comment_count,14,0,36198172,117,0,83,5525895,18,36
293,comment_count,4,12,36741987,6125,1,88,296346,20,206
304,comment_count,3,2,36796306,1021,0,26,2048821,15,96
305,comment_count,3,0,35489051,316,-1,71,2729853,20,29
309,comment_count,4,2,33374044,157,0,62,3887392,13,19
321,comment_count,7,16,33634857,7320,0,668,382788,19,754
328,comment_count,3,33,23276398,8192,0,114,384443,18,235
344,comment_count,4,1,27403860,3234,0,154,1925574,16,502
359,comment_count,4,3,37548267,1494,0,13,591175,16,94
387,comment_count,4,14,36919959,603,0,230,4490181,14,74
399,comment_count,7,0,37283380,146,0,31,1182120,20,51
401,comment_count,4,0,30242008,2514,0,54,1512175,14,98
432,comment_count,3,1,34880295,1655,0,113,1691735,12,213
434,comment_count,5,1,37257918,1655,-3,113,1691735,19,213
445,comment_count,5,11,29433399,3647,0,323,3779667,20,236
450,comment_count,4,0,30778569,1345,0,48,4257468,12,87
452,comment_count,3,0,36796229,1345,0,48,4257468,18,87
461,comment_count,3,2,31761908,2475,0,425,1778169,10,531
464,comment_count,5,0,37763879,117,0,11,3579266,16,22
476,comment_count,6,44,37761159,2365,0,155,596841,14,443
496,comment_count,5,0,29296556,3703,0,56,356582,15,148
504,comment_count,4,69,37326998,7471,0,608,567059,14,744
515,comment_count,3,7,29261970,2959,0,99,2277139,17,319
517,comment_count,3,7,35013065,2959,0,99,2277139,10,319
520,comment_count,3,7,35503352,2959,0,99,2277139,19,319
532,comment_count,4,0,34923139,246,0,42,1729112,13,21
552,comment_count,5,0,33566938,309,1,6,5530683,17,35
575,comment_count,6,0,31935741,137,0,14,5200387,10,45
576,comment_count,6,0,36033764,115,0,104,5728891,20,53
581,comment_count,3,34,36010483,2207,0,174,1243790,19,317
585,comment_count,3,12,35302777,8484,0,509,1259261,14,385
590,comment_count,4,0,36480588,73,0,6,2420913,15,19
609,comment_count,3,3,4334158,799,0,54,414830,14,108
647,comment_count,3,53,37597066,22546,0,455,11755,16,2372
653,comment_count,4,0,36301185,93,0,23,984146,18,20
672,comment_count,3,7,36159073,2822,0,94,1448966,13,236
673,comment_count,3,0,37761872,239,0,16,1650724,12,71
681,comment_count,3,24,37589851,3416,0,870,3029263,20,261
706,comment_count,4,0,37137433,219,0,27,2529106,12,36
714,comment_count,6,201,32411162,13352,0,1548,261682,19,2076
721,comment_count,3,0,37690793,127,-1,12,2422218,17,39
726,comment_count,4,0,34067104,205,0,10,3787555,14,33
732,comment_count,5,0,35414668,233,0,29,5414358,16,56
736,comment_count,11,0,36408327,233,0,29,5414358,20,56
737,comment_count,3,0,37609959,233,0,29,5414358,20,56
738,comment_count,5,0,36479211,233,0,29,5414358,17,56
742,comment_count,3,3,22204577,4960,0,1451,233076,20,475
753,comment_count,4,948,33218516,6667,0,1093,1477407,14,1136
754,comment_count,4,948,36944517,6667,1,1093,1477407,19,1136
760,comment_count,6,157,35989377,2204,0,97,4141176,19,286
781,comment_count,4,235,34257742,26890,0,649,458742,18,1575
782,comment_count,4,235,36912477,26890,1,649,458742,17,1575
783,comment_count,3,235,36848453,26890,0,649,458742,14,1575
789,comment_count,3,21,35086108,4245,0,1507,389828,19,382
794,comment_count,4,1,22097742,8833,0,61,1081325,16,228
812,comment_count,6,56,20458662,4583,0,1677,2413722,19,298
816,comment_count,6,24,37585219,5150,0,1157,3632206,16,1066
818,comment_count,3,24,37712798,5150,-1,1157,3632206,18,1066
839,comment_count,4,4,37032121,1558,0,59,944788,17,133
842,comment_count,3,0,29273409,5,-2,0,1421774,19,55
850,comment_count,6,0,36421484,227,0,9,1096040,20,17
861,comment_count,3,28,37206982,4860,1,225,1305699,19,277
877,comment_count,6,1,25907545,1568,0,4,844070,17,102
900,comment_count,4,22,34422067,5059,1,165,873139,13,500
901,comment_count,4,22,18603007,5059,0,165,873139,18,500
927,comment_count,3,5,35684067,5984,0,315,3581788,19,677
928,comment_count,3,5,35345620,5984,0,315,3581788,15,677
934,comment_count,7,0,34486354,207,0,18,3582842,15,69
944,comment_count,3,19,31186209,1604,0,155,815553,14,284
965,comment_count,3,66,37345066,43040,0,1382,174375,20,2789
971,comment_count,7,10,36917146,12209,1,192,222151,16,953
974,comment_count,3,80,37054007,26041,0,1797,319618,16,2531
977,comment_count,5,13,37347741,3171,0,712,578738,17,235
984,comment_count,4,0,23998115,1203,0,126,1511689,20,175
986,comment_count,3,0,37279932,107,-1,12,1889622,16,68
999,comment_count,4,4,37115075,359,0,14,2872408,11,31
1006,comment_count,3,0,37440000,25,0,1,2451927,16,1
1010,comment_count,4,0,37323190,19,0,0,5874182,17,3
1011,comment_count,6,0,37348882,73,0,0,6347959,17,3
1025,comment_count,3,0,35935812,121,0,10,3331922,18,6
1027,comment_count,4,0,36034242,61,0,14,961261,19,6
1028,comment_count,8,0,29416967,36,1,15,3747674,17,6
1034,comment_count,5,0,36742843,43,0,0,6166177,20,7
1041,comment_count,7,0,31614780,69,1,5,5078761,16,8
1047,comment_count,4,0,35367097,43,-1,4,5845920,16,9
1048,comment_count,3,0,33755837,29,0,4,3453681,8,9
1058,comment_count,3,0,35433787,29,0,0,1456006,20,11
1064,comment_count,3,0,33401982,191,0,102,5194215,16,11
1068,comment_count,3,0,37348648,53,0,69,6346353,10,12
1070,comment_count,4,0,37455111,145,-1,38,1761503,18,12
1072,comment_count,3,0,31830602,79,0,2,1487207,18,12
1073,comment_count,5,0,37354309,123,1,12,464710,18,12
1075,comment_count,5,0,30828267,39,0,0,2487280,16,13
1076,comment_count,4,0,34963144,39,1,0,2487280,18,13
1081,comment_count,6,0,26643111,39,0,1,3925279,13,13
1083,comment_count,3,0,35563172,179,0,12,1432790,20,14
1091,comment_count,3,0,37223575,51,0,40,5319918,17,14
1109,comment_count,3,0,37348997,1,0,0,6361547,19,1
1128,comment_count,4,0,36986963,1,0,0,6282041,16,6
1140,comment_count,8,0,31458325,9,0,0,4134528,14,7
1146,comment_count,4,0,29880472,11,1,0,2562054,13,3
1162,comment_count,4,0,37599872,13,0,0,6413444,20,6
1172,comment_count,3,0,37619648,21,0,7,5979431,9,2
1173,comment_count,6,0,37159510,21,0,0,3346069,20,3
1180,comment_count,4,0,37436395,23,-1,0,3060940,9,38
1186,comment_count,4,0,31725981,31,0,4,2299452,20,7
1206,comment_count,3,1,37361267,240,-1,70,5102848,13,87
1209,comment_count,3,15,37224425,389,0,19,5545947,14,86
1212,comment_count,3,5,37724298,3405,0,207,192999,12,141
1236,comment_count,4,0,37700484,440,1,27,2221770,13,25
1250,comment_count,6,26,23832475,4172,0,3433,2135045,14,363
1257,comment_count,3,0,37133337,341,0,22,1233535,18,92
1267,comment_count,3,11,35721007,3110,1,406,265431,15,488
1268,comment_count,3,11,33942986,3110,1,406,265431,18,488
1276,comment_count,5,0,35773033,61,0,2,5636181,20,18
1277,comment_count,8,434,35481583,4693,2,753,5897602,19,795
1278,comment_count,8,434,35339260,4693,0,753,5897602,16,795
1281,comment_count,5,434,35428222,4693,1,753,5897602,19,795
1294,comment_count,3,10,37324553,480,0,45,6204844,14,44
1303,comment_count,3,157,37280132,10959,0,1383,695749,13,1118
1310,comment_count,4,25,33656213,5417,0,1458,2422230,17,262
1324,comment_count,3,0,25267915,150,0,14,3395049,20,103
1325,comment_count,3,0,37232324,371,0,41,4615581,15,45
1345,comment_count,5,3,36767575,179,0,245,6140842,20,63
1350,comment_count,4,0,35557292,5229,1,57,97925,17,365
1390,comment_count,5,23,34635371,11623,0,519,180420,19,805
1394,comment_count,3,6,36730195,735,1,41,357747,15,127
1395,comment_count,3,20,37391563,1508,-1,112,479129,18,97
1407,comment_count,7,0,33147726,131,0,7,3192803,20,26
1409,comment_count,3,0,34748902,119,0,17,4749176,14,20
1415,comment_count,4,10,23800754,747,0,111,3412847,18,83
1418,comment_count,4,26,36793142,251,0,7,6044058,13,35
1419,comment_count,5,0,37425466,81,-1,2,6305574,14,31
1424,comment_count,5,71,35061670,11377,1,1658,283538,20,1549
1428,comment_count,4,37,28820948,14597,0,883,382307,15,1343
1430,comment_count,6,0,35813179,1958,1,48,1134275,8,202
1437,comment_count,7,7,23322532,2548,0,126,2840178,19,404
1455,comment_count,5,16,24974279,4520,0,150,1094001,15,757
1457,comment_count,3,1,36152790,236,0,23,2046646,16,48
1459,comment_count,5,1,25962821,236,0,23,2046646,19,48
1478,comment_count,3,0,36741032,323,0,12,2566682,20,150
1479,comment_count,3,0,29082417,323,0,12,2566682,19,150
1481,comment_count,4,0,25165052,477,0,6,3657339,16,157
1492,comment_count,3,1,26689297,3915,1,724,1572408,19,255
1498,comment_count,15,58,29394831,3824,0,142,2346961,13,330
1502,comment_count,4,0,37742555,1118,0,15,3291266,17,200
1563,comment_count,3,0,36960797,899,0,45,6144451,20,305
1569,comment_count,6,12,36883688,1992,0,178,1107595,20,233
1580,comment_count,4,1,37463600,212,0,94,1031404,16,62
1590,comment_count,4,10,37038066,10304,1,2402,2270404,20,421
1601,comment_count,7,25,37628044,1247,0,178,3233459,15,121
1611,comment_count,4,1,32046238,528,0,13,4512316,16,80
1612,comment_count,7,0,37181053,653,0,138,5524120,13,157
1613,comment_count,3,0,34925196,653,0,138,5524120,19,157
1614,comment_count,3,0,35460004,653,0,138,5524120,19,157
1627,comment_count,3,16,35177439,21898,0,355,759076,20,1798
1629,comment_count,5,7,37747522,1482,1,81,1049464,17,61
1631,comment_count,3,5,32904121,2427,0,264,1050179,19,234
1649,comment_count,3,15,34055112,55182,0,98,343204,11,2363
1660,comment_count,3,7,33921006,242,0,20,3419903,12,53
1669,comment_count,5,1,36083488,278,0,59,917651,18,75
1670,comment_count,3,116,36970447,23815,0,4548,1079110,16,2002
1696,comment_count,3,3,37656361,816,1,50,1677045,18,106
1711,comment_count,10,24,37639572,6467,0,187,726965,20,684
1717,comment_count,3,24,36350498,6467,0,187,726965,15,684
1728,comment_count,6,24,37595330,6467,1,187,726965,16,684
1734,comment_count,3,11,30622838,834,0,78,1630276,19,74
1738,comment_count,3,20,33677383,3309,0,186,1894453,18,165
