,Outlier,comment_count,down_votes,post_id,reputation,score,up_votes,user_id,view_count,views
3216,views,0,28,31291218,21375,0,2064,15825,19,1289
3218,views,0,16,35968956,36591,0,243,440602,19,2435
3235,views,0,53,35463486,8226,0,1029,61311,10,1149
3236,views,4,53,37751468,8226,0,1029,61311,12,1149
3276,views,0,5348,37212604,212764,0,9057,82548,8,18175
3277,views,6,97,36488139,31238,0,412,183579,16,1644
3290,views,0,18,34602245,10995,0,652,16964,12,1626
3291,views,0,18,32917235,10995,0,652,16964,13,1626
3292,views,3,18,36456746,10995,0,652,16964,15,1626
3293,views,0,18,34419736,10995,0,652,16964,20,1626
3298,views,1,1,34332654,3256,0,109,1096892,17,1111
3324,views,0,176,37700898,32077,1,1115,7512,16,2978
3325,views,0,176,37274072,32077,0,1115,7512,18,2978
3583,views,0,120,15036385,7146,0,450,1076743,16,1177
3584,views,0,120,33428716,7146,0,450,1076743,17,1177
3618,views,0,24,31411099,5658,0,414,1844811,20,1047
3619,views,0,24,34569730,5658,1,414,1844811,16,1047
3620,views,0,24,28921912,5658,0,414,1844811,19,1047
3625,views,0,0,35895688,15963,0,731,199,19,1122
3626,views,0,0,37351643,15963,0,731,199,7,1122
3655,views,0,32,37393059,24921,0,2970,33051,15,3241
3703,views,1,198,24763792,37327,0,1900,38522,19,2872
3704,views,0,198,33542204,37327,0,1900,38522,13,2872
3705,views,0,198,32889015,37327,0,1900,38522,7,2872
3706,views,2,198,35154609,37327,0,1900,38522,18,2872
3707,views,0,198,33732365,37327,0,1900,38522,13,2872
3708,views,1,198,31301174,37327,-1,1900,38522,10,2872
3709,views,0,198,34335316,37327,0,1900,38522,18,2872
3710,views,0,198,36846139,37327,0,1900,38522,6,2872
3711,views,1,198,34162465,37327,1,1900,38522,19,2872
3712,views,4,198,37055352,37327,2,1900,38522,20,2872
3713,views,0,198,28127067,37327,0,1900,38522,12,2872
3714,views,1,198,33018072,37327,-1,1900,38522,19,2872
3715,views,2,198,32328862,37327,-1,1900,38522,18,2872
3716,views,0,198,32850215,37327,0,1900,38522,17,2872
3717,views,0,198,31853183,37327,0,1900,38522,15,2872
3718,views,2,198,37729403,37327,0,1900,38522,15,2872
3719,views,2,198,31304513,37327,0,1900,38522,18,2872
3720,views,0,198,32507199,37327,0,1900,38522,16,2872
3721,views,1,198,36920582,37327,0,1900,38522,14,2872
3760,views,0,64,37076074,49689,0,1752,463785,17,4102
3778,views,1,21,31573645,16753,0,360,21634,15,1450
3779,views,0,31,36008300,3888,1,1870,395295,16,1110
3780,views,4,31,32482919,3888,0,1870,395295,10,1110
3781,views,0,31,37629235,3888,0,1870,395295,17,1110
3782,views,0,796,34719924,41176,0,1793,410636,16,3818
3857,views,0,778,35155919,13466,2,920,789657,13,4388
3930,views,0,72,34963793,3326,0,285,3697264,18,1003
3931,views,0,72,36624645,3326,0,285,3697264,13,1003
3932,views,2,72,33799179,3326,0,285,3697264,18,1003
3933,views,3,72,33786244,3326,0,285,3697264,20,1003
3934,views,0,72,35841476,3326,1,285,3697264,17,1003
3935,views,0,72,36641650,3326,0,285,3697264,10,1003
3936,views,0,72,36448966,3326,0,285,3697264,10,1003
3937,views,0,72,37321993,3326,0,285,3697264,20,1003
3938,views,0,72,36196525,3326,0,285,3697264,20,1003
3939,views,0,72,36007723,3326,0,285,3697264,18,1003
3940,views,0,72,37011645,3326,0,285,3697264,20,1003
3941,views,0,72,37633369,3326,0,285,3697264,18,1003
3943,views,3,484,27375605,28663,0,1577,21061,19,2387
3944,views,2,484,37149731,28663,0,1577,21061,13,2387
3945,views,0,484,35343186,28663,2,1577,21061,17,2387
3946,views,0,194,34476742,49892,0,492,191463,18,2449
3947,views,1,194,36572155,49892,1,492,191463,12,2449
3967,views,4,46,37080167,17310,1,3414,303612,17,4062
3968,views,2,46,37132635,17310,1,3414,303612,15,4062
3972,views,1,1,33078084,55042,1,5546,1006010,12,2630
3987,views,2,485,31963873,12628,2,5163,940834,18,1792
3988,views,1,22,31962760,1953,0,1171,989920,17,2610
3989,views,0,22,36861397,1953,0,1171,989920,19,2610
3995,views,0,171,34581020,16933,0,281,2332336,14,1275
3996,views,2,171,36182794,16933,0,281,2332336,13,1275
3997,views,0,171,35989686,16933,0,281,2332336,13,1275
3998,views,0,171,37659417,16933,0,281,2332336,12,1275
4011,views,1,85,30646854,38542,1,2078,2071807,19,1978
4029,views,0,1,35673593,3766,0,311,2452680,15,1269
4030,views,0,1,36550069,3766,0,311,2452680,20,1269
4031,views,0,1,36116684,3766,0,311,2452680,18,1269
4087,views,0,16,32507522,9290,0,225,1303170,15,1194
4088,views,2,16,31279193,9290,0,225,1303170,20,1194
4089,views,3,16,32839502,9290,0,225,1303170,16,1194
4090,views,0,16,37114411,9290,1,225,1303170,12,1194
4091,views,0,16,33956002,9290,0,225,1303170,10,1194
4092,views,1,16,36120541,9290,0,225,1303170,16,1194
4093,views,0,16,31852515,9290,0,225,1303170,20,1194
4102,views,0,8,33078690,11815,0,495,51593,13,1979
4108,views,0,343,34326147,5825,1,1541,933198,20,3237
4130,views,0,25,35657359,16779,0,1782,361842,19,1691
4139,views,2,197,37660293,115343,-1,3682,99834,11,8228
4140,views,0,197,37590442,115343,0,3682,99834,16,8228
4141,views,4,197,31829286,115343,0,3682,99834,18,8228
4142,views,0,197,37481883,115343,0,3682,99834,8,8228
4143,views,4,197,37419130,115343,0,3682,99834,9,8228
4144,views,0,197,37482139,115343,1,3682,99834,13,8228
4145,views,0,197,33961056,115343,0,3682,99834,19,8228
4146,views,0,197,31473580,115343,0,3682,99834,10,8228
4147,views,0,197,36798121,115343,0,3682,99834,14,8228
4148,views,0,197,35743281,115343,0,3682,99834,6,8228
4149,views,0,197,31703774,115343,0,3682,99834,20,8228
4150,views,1,197,36630299,115343,1,3682,99834,20,8228
4151,views,0,197,37316597,115343,-2,3682,99834,18,8228
4152,views,0,197,36182825,115343,1,3682,99834,16,8228
4153,views,0,197,37387820,115343,0,3682,99834,18,8228
4154,views,0,197,25960303,115343,0,3682,99834,20,8228
4155,views,0,197,35753548,115343,0,3682,99834,20,8228
4156,views,0,197,33131808,115343,0,3682,99834,7,8228
4157,views,0,197,28238191,115343,-2,3682,99834,18,8228
4158,views,0,197,32849803,115343,0,3682,99834,6,8228
4159,views,0,197,37360946,115343,0,3682,99834,12,8228
4160,views,0,197,36839491,115343,0,3682,99834,18,8228
4161,views,1,197,35969187,115343,0,3682,99834,12,8228
4162,views,1,197,36848864,115343,1,3682,99834,15,8228
4163,views,3,197,36645933,115343,-1,3682,99834,16,8228
4175,views,4,97,34138658,7848,0,726,958464,18,1599
4176,views,0,97,36529702,7848,0,726,958464,17,1599
4177,views,4,97,34369756,7848,0,726,958464,16,1599
4178,views,0,97,37672500,7848,0,726,958464,10,1599
4179,views,0,97,36859135,7848,0,726,958464,16,1599
4201,views,0,45,34917026,12968,0,585,1290545,13,8792
4226,views,0,1615,37194265,16309,0,5329,1563422,8,5981
4309,views,0,21,37617009,3189,0,737,2676513,20,1644
4374,views,2,18,32074632,22239,1,1893,509706,19,1497
4384,views,0,72,33632499,20390,0,505,178757,13,1317
4387,views,2,31,37679821,5104,0,517,609630,13,1082
4388,views,0,31,28111159,5104,0,517,609630,10,1082
4411,views,2,201,22569444,41424,0,754,13227,20,2370
4412,views,0,126,34446666,23409,1,1452,202168,16,1690
4413,views,0,126,34432986,23409,0,1452,202168,14,1690
4414,views,0,126,23685447,23409,0,1452,202168,19,1690
4428,views,0,187,37501518,8963,1,582,17971,19,1496
4431,views,0,1204,32070717,24848,0,2483,500974,15,2310
4479,views,0,138,37545568,12653,0,1203,1010632,15,1381
4481,views,0,48,17834580,13103,0,3352,1741868,18,1310
4500,views,0,60,24915587,31810,1,1158,28543,20,2962
4505,views,2,760,25726485,23454,0,834,978756,18,3974
4512,views,2,17,29264697,32947,0,579,84539,17,2284
4522,views,3,322,34888017,28934,0,1294,31667,10,2418
4523,views,0,322,36572706,28934,2,1294,31667,20,2418
4524,views,0,322,33771746,28934,1,1294,31667,10,2418
4525,views,0,40,37750032,39822,0,488,93884,10,1033
4546,views,0,55,30850819,9855,0,805,56672,15,1193
4562,views,0,1014,36282540,6470,0,1199,4631427,20,1228
1,up_votes,8,2098,37342151,30144,0,1264,131809,16,1923
2,up_votes,0,17059,36934736,183790,2,14348,253056,20,23287
4,up_votes,0,13,34118493,2073,0,1964,1499072,13,340
5,up_votes,0,13,35837533,2073,1,1964,1499072,9,340
6,up_votes,6,13,36560530,2073,0,1964,1499072,18,340
16,up_votes,0,34,37351273,3053,-2,1154,4921194,16,520
51,up_votes,2,11,22179082,34006,0,1262,683553,14,1640
52,up_votes,0,11,31927733,34006,0,1262,683553,12,1640
53,up_votes,0,11,37471953,34006,0,1262,683553,19,1640
54,up_votes,0,11,30404261,34006,0,1262,683553,15,1640
55,up_votes,3,11,32661087,34006,-1,1262,683553,19,1640
56,up_votes,2,78,30705514,26819,0,894,1033686,20,1724
57,up_votes,1,78,37416747,26819,0,894,1033686,16,1724
58,up_votes,1,78,31305236,26819,0,894,1033686,19,1724
66,up_votes,1,121,34107190,32089,1,1355,138578,20,4762
67,up_votes,0,121,37557754,32089,0,1355,138578,13,4762
68,up_votes,0,121,37570473,32089,0,1355,138578,5,4762
90,up_votes,0,100,31383988,31303,0,1142,153422,12,2885
113,up_votes,0,273,36547904,33337,0,943,253468,18,2891
116,up_votes,1,7,36033966,2445,2,1005,1300519,19,211
117,up_votes,2,7,37206649,2445,1,1005,1300519,14,211
170,up_votes,1,242,29592171,39423,1,2998,199700,16,6794
171,up_votes,5,242,28725286,39423,0,2998,199700,17,6794
210,up_votes,0,32,37211628,4092,2,1333,1517244,18,221
218,up_votes,2,461,37642104,187688,4,3899,324584,18,27257
219,up_votes,1,1,36285705,1533,1,957,394639,14,150
223,up_votes,3,18,34651536,3330,0,1584,1446086,20,233
224,up_votes,2,18,36407423,3330,0,1584,1446086,18,233
257,up_votes,1,81,35243063,4684,0,1599,1124744,10,745
258,up_votes,0,81,31167343,4684,0,1599,1124744,14,745
259,up_votes,0,81,35601524,4684,0,1599,1124744,13,745
278,up_votes,2,70,22408441,5802,0,952,932833,19,510
357,up_votes,0,28,29207658,1509,1,1947,486561,15,239
358,up_votes,0,1189,37208635,23259,0,3125,487813,12,2940
377,up_votes,0,64,37705301,26073,0,6737,730807,5,3088
412,up_votes,0,11,33688028,8989,0,2596,1000,14,2270
415,up_votes,0,50,36691114,27417,1,971,436028,19,2815
416,up_votes,0,50,36176739,27417,0,971,436028,20,2815
428,up_votes,0,52,36471428,5653,0,1452,285190,10,500
429,up_votes,0,52,35015334,5653,0,1452,285190,18,500
441,up_votes,2,437,37699630,36326,0,1600,3049628,10,4245
473,up_votes,2,8,37331001,33369,0,2050,296446,17,1609
479,up_votes,0,449,36053989,39904,0,4829,1011724,15,4149
486,up_votes,0,26,33011717,11425,0,2805,27756,11,4847
487,up_votes,0,26,37111914,11425,0,2805,27756,13,4847
488,up_votes,0,26,24905100,11425,0,2805,27756,19,4847
489,up_votes,0,26,26670652,11425,1,2805,27756,18,4847
490,up_votes,0,26,26648465,11425,0,2805,27756,20,4847
491,up_votes,0,26,37730040,11425,0,2805,27756,18,4847
492,up_votes,0,26,35172793,11425,0,2805,27756,15,4847
493,up_votes,0,26,37588791,11425,0,2805,27756,6,4847
494,up_votes,1,26,35314969,11425,0,2805,27756,9,4847
497,up_votes,1,4,36875644,4368,0,1073,405022,19,569
498,up_votes,0,4,34934350,4368,0,1073,405022,17,569
499,up_votes,0,1940,34789185,26569,0,1138,477127,17,3273
513,up_votes,0,0,34271094,74,0,1919,1905469,18,60
542,up_votes,0,46,37379076,12638,0,1689,276193,17,778
544,up_votes,0,22,37213268,20898,0,3528,2120261,15,917
545,up_votes,0,22,23653190,20898,1,3528,2120261,20,917
558,up_votes,0,730,35397328,79076,0,2571,102441,17,6176
559,up_votes,0,730,35873641,79076,1,2571,102441,19,6176
560,up_votes,0,730,36923309,79076,0,2571,102441,14,6176
561,up_votes,2,730,35566927,79076,0,2571,102441,13,6176
569,up_votes,2,2,35035512,4826,0,2835,678834,15,1304
570,up_votes,0,2,34788870,4826,0,2835,678834,14,1304
571,up_votes,0,2,36384025,4826,0,2835,678834,17,1304
599,up_votes,2,1564,34682071,3583,0,1602,3899908,20,788
619,up_votes,0,4,34681013,937,0,2494,865603,6,156
649,up_votes,0,40,37730237,3950,0,896,127670,14,832
650,up_votes,0,21,35066362,14345,0,1881,132208,19,690
651,up_votes,2,7,28943325,13155,1,1669,876497,20,1277
661,up_votes,0,3,30084170,6394,1,1686,3240381,16,608
669,up_votes,2,940,33551590,71341,-1,2823,561309,16,4379
670,up_votes,1,940,36288255,71341,0,2823,561309,13,4379
678,up_votes,0,24,37745552,3416,0,870,3029263,16,261
679,up_votes,0,24,33121020,3416,0,870,3029263,16,261
680,up_votes,0,24,36283613,3416,0,870,3029263,11,261
681,up_votes,3,24,37589851,3416,0,870,3029263,20,261
682,up_votes,2,24,36978246,3416,0,870,3029263,20,261
683,up_votes,0,24,36265195,3416,0,870,3029263,9,261
684,up_votes,0,24,37721283,3416,0,870,3029263,9,261
685,up_votes,1,24,37329215,3416,0,870,3029263,19,261
686,up_votes,0,24,37708245,3416,0,870,3029263,7,261
687,up_votes,1,24,37098126,3416,0,870,3029263,14,261
713,up_votes,0,201,32416581,13352,0,1548,261682,19,2076
714,up_votes,6,201,32411162,13352,0,1548,261682,19,2076
739,up_votes,0,1480,13199838,96868,0,2385,14357,20,8583
740,up_votes,1,1480,33375247,96868,0,2385,14357,12,8583
741,up_votes,0,67,31558581,10507,0,1262,125663,15,1627
742,up_votes,3,3,22204577,4960,0,1451,233076,20,475
743,up_votes,1,106,30851022,5390,0,1174,287893,14,655
744,up_votes,0,106,30854868,5390,0,1174,287893,18,655
749,up_votes,0,11,36656515,10118,0,1777,1281576,16,383
750,up_votes,1,11,36328586,10118,1,1777,1281576,13,383
751,up_votes,0,948,34437689,6667,0,1093,1477407,17,1136
752,up_votes,0,948,31854179,6667,0,1093,1477407,18,1136
753,up_votes,4,948,33218516,6667,0,1093,1477407,14,1136
754,up_votes,4,948,36944517,6667,1,1093,1477407,19,1136
756,up_votes,0,22,35326505,3103,0,1284,1980029,19,300
771,up_votes,0,9,35770346,13834,0,1623,6486,14,997
772,up_votes,0,9,4238213,13834,1,1623,6486,17,997
784,up_votes,0,519,18674135,16616,0,872,933633,19,1145
789,up_votes,3,21,35086108,4245,0,1507,389828,19,382
799,up_votes,1,64,35725627,4335,3,2143,1543300,18,335
806,up_votes,0,14,36710868,3603,0,2485,156446,16,517
812,up_votes,6,56,20458662,4583,0,1677,2413722,19,298
813,up_votes,1,24,37647553,5150,0,1157,3632206,17,1066
814,up_votes,0,24,35962496,5150,0,1157,3632206,12,1066
815,up_votes,0,24,36794827,5150,0,1157,3632206,3,1066
816,up_votes,6,24,37585219,5150,0,1157,3632206,16,1066
817,up_votes,1,24,36750507,5150,0,1157,3632206,11,1066
818,up_votes,3,24,37712798,5150,-1,1157,3632206,18,1066
819,up_votes,1,24,31368471,5150,0,1157,3632206,19,1066
820,up_votes,0,24,35503547,5150,0,1157,3632206,15,1066
821,up_votes,0,24,37768029,5150,0,1157,3632206,18,1066
822,up_votes,2,24,36527550,5150,1,1157,3632206,19,1066
823,up_votes,0,24,37740445,5150,0,1157,3632206,14,1066
824,up_votes,0,24,31569207,5150,0,1157,3632206,19,1066
825,up_votes,1,24,31600057,5150,0,1157,3632206,9,1066
826,up_votes,0,24,35491655,5150,1,1157,3632206,20,1066
831,up_votes,0,22,37416362,3165,0,3130,606602,17,1186
835,up_votes,0,8,30352098,12838,0,1247,693349,17,831
836,up_votes,0,8,25443750,12838,0,1247,693349,13,831
876,up_votes,2,84,35414416,30812,1,925,310121,20,1577
880,up_votes,0,21,35000836,11195,0,2014,1150311,12,858
889,up_votes,0,55,37658824,29477,0,4511,97614,14,2307
890,up_votes,1,55,37299878,29477,1,4511,97614,13,2307
913,up_votes,0,8,34450774,32400,1,2069,18706,17,2164
914,up_votes,0,8,31229302,32400,1,2069,18706,17,2164
921,up_votes,0,679,34269274,2978,0,1521,2594742,20,254
940,up_votes,1,14,33342601,15994,0,1420,469220,20,1389
959,up_votes,0,283,37746794,16763,0,1425,39643,10,1393
960,up_votes,0,283,37597279,16763,0,1425,39643,13,1393
961,up_votes,0,3,37593249,10301,0,1622,47013,19,585
963,up_votes,2,66,35212517,43040,0,1382,174375,20,2789
964,up_votes,1,66,24795062,43040,0,1382,174375,20,2789
965,up_votes,3,66,37345066,43040,0,1382,174375,20,2789
966,up_votes,2,66,3290830,43040,0,1382,174375,20,2789
973,up_votes,0,80,34630953,26041,0,1797,319618,17,2531
974,up_votes,3,80,37054007,26041,0,1797,319618,16,2531
975,up_votes,0,80,37302289,26041,0,1797,319618,8,2531
976,up_votes,0,80,37437499,26041,0,1797,319618,11,2531
978,up_votes,0,1,34362594,1531,0,3681,1229237,14,152
979,up_votes,0,1,36724546,1531,0,3681,1229237,19,152
1216,up_votes,0,962,33335353,26919,0,6113,495796,7,5170
1217,up_votes,0,962,34311118,26919,0,6113,495796,14,5170
1218,up_votes,0,962,37008273,26919,0,6113,495796,8,5170
1219,up_votes,0,962,19377974,26919,0,6113,495796,20,5170
1220,up_votes,0,962,31840847,26919,-1,6113,495796,19,5170
1228,up_votes,0,106,37542626,31771,0,3826,706456,8,2398
1238,up_votes,1,71,37256326,1370,0,1013,4846642,14,136
1246,up_votes,0,812,33945688,1879,0,2172,1430750,19,287
1250,up_votes,6,26,23832475,4172,0,3433,2135045,14,363
1251,up_votes,1,26,30049824,4172,0,3433,2135045,17,363
1301,up_votes,0,157,36504302,10959,0,1383,695749,14,1118
1302,up_votes,2,157,36627861,10959,0,1383,695749,14,1118
1303,up_votes,3,157,37280132,10959,0,1383,695749,13,1118
1309,up_votes,0,25,37489765,5417,0,1458,2422230,13,262
1310,up_votes,4,25,33656213,5417,0,1458,2422230,17,262
1311,up_votes,0,25,37499499,5417,0,1458,2422230,18,262
1322,up_votes,0,28,36899756,2142,0,933,1684282,16,269
1328,up_votes,0,4,37597353,4683,0,1462,227086,14,263
1352,up_votes,0,62,35035347,30536,0,2272,151641,15,2146
1353,up_votes,1,14,37563827,3815,1,1137,196533,19,186
1354,up_votes,0,449,34024347,21315,0,1037,229792,16,2092
1355,up_votes,0,449,24123905,21315,1,1037,229792,17,2092
1370,up_votes,0,23,36573233,10236,0,1932,575530,12,1355
1371,up_votes,0,23,37069879,10236,0,1932,575530,18,1355
1372,up_votes,0,23,34683200,10236,0,1932,575530,6,1355
1373,up_votes,1,23,27474680,10236,0,1932,575530,16,1355
1374,up_votes,2,23,35745577,10236,0,1932,575530,6,1355
1375,up_votes,0,23,37272702,10236,0,1932,575530,12,1355
1376,up_votes,0,23,35090161,10236,0,1932,575530,14,1355
1396,up_votes,0,29,36648652,5747,0,1159,1125402,8,368
1404,up_votes,0,139,31249324,1783,0,893,1252987,20,193
1410,up_votes,0,20,35726701,13247,0,1339,6604,14,1511
1420,up_votes,1,71,33456802,11377,0,1658,283538,19,1549
1421,up_votes,0,71,33317840,11377,0,1658,283538,20,1549
1422,up_votes,0,71,36644210,11377,0,1658,283538,8,1549
1423,up_votes,0,71,31544565,11377,0,1658,283538,17,1549
1424,up_votes,5,71,35061670,11377,1,1658,283538,20,1549
1425,up_votes,0,71,30476966,11377,0,1658,283538,18,1549
1426,up_votes,0,71,35802925,11377,1,1658,283538,20,1549
1427,up_votes,0,71,35196573,11377,2,1658,283538,14,1549
1428,up_votes,4,37,28820948,14597,0,883,382307,15,1343
1444,up_votes,0,21,26908347,2623,0,921,87154,16,478
1445,up_votes,0,66,28745824,6377,0,2848,93910,19,746
1446,up_votes,0,21,34339407,19061,0,4730,326900,10,921
1449,up_votes,0,39,32777385,27966,0,1314,593627,18,3400
1450,up_votes,1,39,37367638,27966,0,1314,593627,18,3400
1451,up_votes,0,39,36129196,27966,0,1314,593627,14,3400
1517,up_votes,0,3,31944510,1912,0,2040,3410518,19,269
1518,up_votes,0,3,37464287,1912,1,2040,3410518,12,269
1540,up_votes,0,41,15895202,4872,0,1248,353268,19,307
1541,up_votes,0,8468,37281540,34547,0,4550,545127,8,9516
1564,up_votes,0,17,24939395,13681,0,2506,141022,19,1048
1565,up_votes,0,17,35887536,13681,0,2506,141022,15,1048
1566,up_votes,0,189,31655571,32311,0,2468,429427,13,1155
1589,up_votes,1,10,32549522,10304,0,2402,2270404,14,421
1590,up_votes,4,10,37038066,10304,1,2402,2270404,20,421
1624,up_votes,0,20,37143009,6508,0,1747,15703,16,720
1670,up_votes,3,116,36970447,23815,0,4548,1079110,16,2002
1671,up_votes,0,116,35235854,23815,0,4548,1079110,18,2002
1673,up_votes,2,15,37361268,4864,0,956,1471604,18,735
1679,up_votes,0,17,36691276,11975,0,917,3006737,19,834
1680,up_votes,0,17,34456445,11975,0,917,3006737,12,834
1692,up_votes,0,115,34995038,4552,0,927,295852,18,245
1693,up_votes,0,154,37732549,5848,0,1173,452748,12,1303
1700,up_votes,0,470,36269222,3330,0,895,1937198,10,396
1749,up_votes,0,314,36071704,2375,-2,1205,5111870,15,709
1774,up_votes,2,16,35793876,14031,1,2543,1327651,18,894
1775,up_votes,0,16,37016394,14031,0,2543,1327651,8,894
1776,up_votes,0,16,33500815,14031,0,2543,1327651,16,894
1777,up_votes,0,16,36223631,14031,0,2543,1327651,16,894
1818,up_votes,0,41,37251455,3577,0,915,1687972,14,293
1819,up_votes,2,41,37676760,3577,0,915,1687972,19,293
1827,up_votes,1,2,37575166,5537,1,2347,2550114,16,233
1853,up_votes,0,1022,33372277,47168,0,7845,13744,12,3339
1860,up_votes,0,9,33098873,11092,0,3698,849697,14,495
1861,up_votes,1,9,32247872,11092,0,3698,849697,19,495
1862,up_votes,0,9,36084859,11092,0,3698,849697,12,495
1863,up_votes,3,9,37653267,11092,0,3698,849697,17,495
1864,up_votes,1,9,33505707,11092,0,3698,849697,20,495
1943,up_votes,0,3624,36766798,19668,2,2290,70345,20,2877
1978,up_votes,0,34,33671843,5626,0,1166,134848,7,1314
1981,up_votes,1,42,32539364,21155,0,1006,442351,17,1225
1982,up_votes,0,42,34666765,21155,0,1006,442351,17,1225
1983,up_votes,2,42,28005285,21155,0,1006,442351,19,1225
1984,up_votes,0,42,37577837,21155,0,1006,442351,11,1225
1985,up_votes,0,42,26567762,21155,1,1006,442351,17,1225
1986,up_votes,0,42,33917916,21155,0,1006,442351,5,1225
1987,up_votes,1,42,37622635,21155,0,1006,442351,11,1225
1988,up_votes,0,42,33879230,21155,0,1006,442351,15,1225
1989,up_votes,2,42,32571234,21155,1,1006,442351,20,1225
1990,up_votes,2,42,32797001,21155,0,1006,442351,17,1225
1991,up_votes,5,42,37597375,21155,0,1006,442351,17,1225
1992,up_votes,1,42,37262857,21155,0,1006,442351,17,1225
1993,up_votes,1,42,35208692,21155,0,1006,442351,16,1225
1994,up_votes,0,42,36508334,21155,0,1006,442351,13,1225
1995,up_votes,3,42,27234656,21155,0,1006,442351,17,1225
1996,up_votes,1,42,33271278,21155,0,1006,442351,7,1225
2064,up_votes,0,272,30871945,63153,0,2547,16511,15,4808
2065,up_votes,1,102,33997496,9272,-1,1728,39722,19,1250
2115,up_votes,0,572,37466249,55945,0,2228,37947,19,3541
2139,up_votes,0,46,26648659,48375,1,1526,11898,16,2398
2140,up_votes,0,46,36445618,48375,1,1526,11898,17,2398
2141,up_votes,0,595,30827959,22540,1,2471,15371,17,1276
2142,up_votes,0,595,33067682,22540,0,2471,15371,18,1276
2143,up_votes,0,595,34655850,22540,0,2471,15371,19,1276
2157,up_votes,0,4,33754832,2700,1,1171,199111,16,117
2201,up_votes,0,1,36217617,1861,0,1087,187179,17,112
2209,up_votes,0,409,36910912,106900,0,2692,1317805,11,9067
2210,up_votes,0,409,35842913,106900,0,2692,1317805,13,9067
2228,up_votes,0,80,36722862,34287,0,1230,687677,4,2485
2380,up_votes,0,97,37257134,235072,1,927,6068,18,10965
2381,up_votes,0,97,37093383,235072,1,927,6068,11,10965
2382,up_votes,0,97,37330755,235072,0,927,6068,10,10965
2383,up_votes,0,97,33842576,235072,0,927,6068,6,10965
2384,up_votes,0,97,36953621,235072,0,927,6068,11,10965
2385,up_votes,0,97,36912191,235072,0,927,6068,19,10965
2386,up_votes,0,97,29285164,235072,1,927,6068,17,10965
2387,up_votes,0,30,37433133,31280,0,2174,15393,8,2305
2390,up_votes,1,14,30461043,4976,0,1089,637609,15,547
2391,up_votes,2,92,37567555,8022,1,1838,889583,20,792
2420,up_votes,4,38,37745603,3219,0,2065,318414,11,614
2424,up_votes,0,707,37254140,32662,1,2579,1612146,16,2318
2438,up_votes,0,22,36891069,936,0,1071,1195578,12,204
2449,up_votes,0,182,37271747,15546,0,1564,67258,17,1848
2460,up_votes,0,409,27486635,5060,0,6825,2107722,20,3839
2461,up_votes,0,409,30979217,5060,0,6825,2107722,13,3839
2472,up_votes,0,45,35439724,65634,0,1522,95944,20,4584
2479,up_votes,0,10,36941180,15157,0,1456,623519,16,402
2480,up_votes,1,10,17315725,15157,1,1456,623519,14,402
2481,up_votes,0,10,32903526,15157,0,1456,623519,14,402
2482,up_votes,0,10,37189687,15157,0,1456,623519,10,402
2483,up_votes,0,10,37566148,15157,0,1456,623519,12,402
2527,up_votes,0,8,34926673,1544,0,1358,1341694,15,78
2528,up_votes,2,8,36940941,1544,0,1358,1341694,20,78
2529,up_votes,0,8,37167458,1544,0,1358,1341694,19,78
2569,up_votes,0,759,26841113,20302,0,1361,3436942,19,2485
2582,up_votes,0,1233,35731272,68266,2,3551,1066031,18,4633
2583,up_votes,3,2,30192543,12568,2,1820,1071383,20,475
2584,up_votes,2,2,31141928,12568,0,1820,1071383,20,475
2585,up_votes,0,1294,33287672,24767,1,2417,1352288,9,2187
2586,up_votes,2,1294,33610945,24767,1,2417,1352288,20,2187
2587,up_votes,1,1294,27203954,24767,1,2417,1352288,20,2187
2596,up_votes,4,1648,36012966,279695,0,1406,507674,18,22360
2598,up_votes,2,9,35795042,1839,0,1101,2025108,11,202
2599,up_votes,0,9,37433523,1839,0,1101,2025108,9,202
2622,up_votes,0,15,37652647,7143,0,1954,601299,20,908
2623,up_votes,0,15,25884483,7143,1,1954,601299,16,908
2672,up_votes,2,267,29386926,12746,0,1905,2541,20,3832
2716,up_votes,0,6,30759449,4521,0,1004,1615183,18,1013
2717,up_votes,0,6,30105133,4521,1,1004,1615183,16,1013
2718,up_votes,0,6,17572984,4521,0,1004,1615183,9,1013
2719,up_votes,0,6,24691296,4521,0,1004,1615183,20,1013
2720,up_votes,2,6,32351907,4521,0,1004,1615183,20,1013
2729,up_votes,5,2,29308516,2641,0,916,539883,15,154
2740,up_votes,4,23,37764847,11118,0,1339,499699,9,632
2776,up_votes,0,5,37762421,5096,0,1844,1624933,13,400
2777,up_votes,2,5,37168393,5096,0,1844,1624933,17,400
2789,up_votes,0,33,33527000,47519,1,943,5017,17,3083
2790,up_votes,0,3,34311777,22996,0,2443,94278,16,2215
2791,up_votes,0,3,28452495,22996,0,2443,94278,19,2215
2792,up_votes,0,3,37392816,22996,0,2443,94278,19,2215
2793,up_votes,0,3,31134118,22996,1,2443,94278,14,2215
2794,up_votes,0,3,33868901,22996,1,2443,94278,16,2215
2795,up_votes,2,10,37617111,9382,0,1213,117507,10,1587
2797,up_votes,0,20,35973389,11230,0,1093,271106,19,914
2798,up_votes,1,20,36798517,11230,0,1093,271106,11,914
2803,up_votes,3,849,28305484,16264,1,1507,930393,18,1744
2812,up_votes,5,73,35300221,7143,0,1988,2038544,19,498
2821,up_votes,0,3,35800577,1195,0,2033,5269252,17,137
